124,103
124,102
123,102
123,100
123,100
123,99
132,98
136,100
131,102
130,102
130,101
132,101
131,100
132,100
135,101
139,103
137,103
137,102
138,102
132,103
131,103
132,103
132,103
128,104
127,103
126,104
126,101
125,101
125,102
122,100
122,98
123,97
123,96
123,96
123,95
123,95
123,94
123,93
124,93
123,93
120,93
120,92
117,92
117,92
117,93
119,92
120,93
119,92
127,94
127,94
126,94
94,93
90,94
93,91
89,90
98,89
104,88
110,87
109,87
111,86
115,86
116,85
117,85
118,85
120,84
113,84
113,85
109,84
89,109
89,111
89,107
89,105
89,104
88,103
89,102
89,102
89,101
89,100
89,100
89,99
89,99
88,99
92,100
92,99
92,99
92,43
92,43
92,43
92,43
92,43
92,43
93,43
90,43
91,43
92,43
93,43
93,43
93,43
93,43
93,43
95,43
96,43
96,43
96,43
96,43
96,43
97,43
110,43
110,43
112,43
113,43
114,43
106,43
111,43
113,43
100,43
101,43
102,43
103,43
105,43
105,43
109,43
109,43
110,43
110,43
111,43
112,43
110,43
110,43
107,43
107,43
107,43
107,43
107,43
107,43
107,43
110,43
112,43
113,43
112,43
112,43
113,43
109,43
109,43
108,43
108,43
108,43
108,43
108,43
108,43
114,43
113,43
120,43
120,43
124,43
126,43
125,43
125,43
126,43
127,43
128,43
128,43
126,43
127,43
128,43
128,43
128,43
128,43
129,43
129,43
129,43
130,43
129,43
133,43
131,43
132,43
128,43
128,43
127,43
127,43
127,43
132,43
135,43
134,43
134,43
133,43
132,43
132,71
65,71
65,73
66,72
64,73
65,72
61,72
64,72
64,72
62,72
62,72
66,72
63,72
63,72
63,72
65,72
62,72
61,72
60,72
60,72
61,72
61,72
60,72
79,72
81,72
84,72
82,72
82,72
83,71
83,71
84,71
82,71
86,71
86,71
86,71
86,71
86,71
87,71
86,71
87,71
88,71
86,71
88,71
88,71
87,71
84,71
86,71
85,71
85,71
85,71
86,71
86,71
86,71
85,71
85,71
87,71
86,71
86,71
87,71
88,71
87,71
87,71
87,71
87,71
87,71
60,71
57,71
