DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),WindSpeed (m/s),AirTemp (DegC),RH (%),delta PD (mm)
193.5416667,0,0,513,0.000,1.47,27.2,81.8 ,-0.1
193.5833333,0,0,566,0.000,1.44,27.7,80.1 ,0
193.625,0,0,358,0.000,0.82,27.7,81.8 ,-0.1
193.6666667,0,0,275,0.000,0.91,27.3,81.4 ,0
193.7083333,0,0,200,0.000,0.78,26.6,84.3 ,0
193.75,0,0,108,0.000,0.71,25.8,84.1 ,0
193.7916667,0,0,59,0.000,0.64,24.9,86.3 ,-0.1
193.8333333,0,0,5,0.000,0.47,24.0,87.4 ,0
193.875,0,0,0,0.000,0.51,23.4,88.5 ,-0.1
193.9166667,0,0,0,0.000,0.51,22.9,88.2 ,-0.1
193.9583333,0,0,0,0.000,0.37,22.7,88.4 ,0
194,0,0,0,0.000,0.25,22.5,88.5 ,-0.1
194.0416667,0,0,0,0.000,0.61,21.8,90.8 ,0
194.0833333,0,0,0,0.000,0.26,21.7,91.1 ,-0.1
194.125,0,0,0,0.000,0.26,21.7,92.1 ,0
194.1666667,0,0,0,0.000,0.42,21.6,92.4 ,-0.1
194.2083333,0,0,0,0.000,0.26,21.5,92.9 ,0
194.25,0,0,2,0.000,0.18,21.4,93.6 ,0
194.2916667,0,0,33,0.000,0.22,21.4,93.6 ,-0.1
194.3333333,0,0,57,0.000,0.36,21.7,91.1 ,0
194.375,0,0,49,0.000,0.56,21.9,89.4 ,0
194.4166667,0,0,82,0.000,0.54,21.9,90.9 ,0
194.4583333,0,0,117,0.017,0.93,22.1,89.8 ,-0.1
194.5,0,0,91,1.651,0.80,21.7,92.0 ,0.2
194.5416667,0,0,145,1.685,0.84,21.3,94.9 ,0.1
194.5833333,0,0,131,0.919,0.88,21.3,95.2 ,0.1
194.625,0,0,73,1.583,0.75,21.4,94.3 ,0.1
194.6666667,0,0,94,3.672,0.77,21.2,96.5 ,0.4
194.7083333,0,0,46,2.277,0.72,20.9,95.7 ,0.3
194.75,0,0.17718292,17,2.804,0.48,20.6,95.8 ,0.7
194.7916667,0,1.105224745,6,2.804,0.35,20.4,96.2 ,0.6
194.8333333,0,4.004087751,1,2.583,0.43,20.3,96.6 ,0.8
194.875,0,4.882878358,0,2.600,0.69,20.0,97.3 ,0
194.9166667,0,3.867515338,0,2.481,0.47,19.8,97.5 ,-0.3
194.9583333,0,3.733723535,0,2.447,0.59,19.6,97.6 ,0.1
195,0,4.430661516,0,2.260,0.72,19.5,97.0 ,0
195.0416667,0,3.348856576,0,2.140,0.54,19.4,97.4 ,-0.2
195.0833333,0,2.440448814,0,2.021,0.54,19.2,96.9 ,-0.2
195.125,0,3.348856576,0,1.919,0.61,19.0,97.6 ,0.3
195.1666667,0,4.578528666,0,1.800,0.58,18.8,98.0 ,0.3
195.2083333,0,4.882878358,0,1.715,0.70,18.8,97.8 ,0.1
195.25,0,5.526505952,0,1.600,0.54,18.7,97.7 ,0.3
195.2916667,0,6.040306007,1,1.430,0.58,18.7,97.7 ,0.1
195.3333333,0,6.040306007,1,1.328,0.65,18.6,98.3 ,0.1
195.375,0,6.397881422,14,1.209,0.70,18.4,99.3 ,0.2
195.4166667,0,6.040306007,29,1.123,0.80,18.3,99.7 ,-0.5
195.4583333,0,4.882878358,71,1.174,0.77,18.5,99.0 ,-0.3
195.5,0,3.867515338,122,1.191,0.86,18.9,99.9 ,-0.3
195.5416667,0,2.761369442,128,1.191,0.90,19.3,99.7 ,-0.2
195.5833333,0,2.440448814,112,1.038,0.96,19.5,99.3 ,0
195.625,0,1.867261809,47,0.834,0.91,19.5,98.1 ,-0.2
195.6666667,0,1.309419334,34,0.783,0.93,19.4,97.6 ,-0.1
195.7083333,0,0.864069729,46,0.732,0.88,19.6,98.0 ,-0.2
195.75,0,0.864069729,36,0.647,0.87,19.7,98.0 ,-0.1
195.7916667,0,0.864069729,19,0.562,0.77,19.7,97.6 ,-0.1
195.8333333,0,0.705707007,3,0.391,0.83,19.6,97.5 ,0
195.875,0,0.610486405,0,0.255,0.77,19.5,97.5 ,-0.1
195.9166667,0,0.523282206,0,0.306,0.76,19.4,97.7 ,0
195.9583333,0,0.407086596,0,0.289,0.88,19.4,97.8 ,0
196,0,0.407086596,0,0.272,0.87,19.3,97.8 ,-0.1
196.0416667,0,0.3077043,0,0.255,1.00,19.3,97.9 ,0
196.0833333,0,0.250386064,0,0.255,0.91,19.3,97.5 ,0
196.125,0,0.224316711,0,0.238,0.77,19.3,98.1 ,0
196.1666667,0,0.199927219,0,0.221,0.80,19.3,98.0 ,-0.1
196.2083333,0,0.177187306,0,0.238,0.84,19.3,98.4 ,0
196.25,0,0.118458266,5,0.221,0.81,19.3,98.4 ,0
196.2916667,0,0.10192578,90,0.221,0.93,19.7,99.4 ,-0.1
196.3333333,0,0.060882517,191,0.204,1.59,20.5,99.3 ,0
196.375,0,0.031719426,214,0.187,1.01,21.1,96.9 ,-0.1
196.4166667,0,0.018205417,312,0.187,0.84,21.6,96.6 ,0
196.4583333,0,0.008892475,336,0.204,1.02,22.4,91.0 ,-0.1
196.5,0,0.005644961,390,0.187,1.15,22.9,89.1 ,0
196.5416667,0,0.003235803,243,0.204,0.57,22.9,89.5 ,0
196.5833333,0,0.001578469,118,0.170,0.72,22.4,87.3 ,0
196.625,0,0.001578469,73,0.170,0.78,21.3,91.3 ,0.1
196.6666667,0,0.001578469,53,0.153,0.69,20.8,94.3 ,0
196.7083333,0,0.001578469,35,0.170,0.48,20.4,94.2 ,-0.1
196.75,0,0.001578469,17,0.153,1.22,20.3,93.7 ,0
196.7916667,0,0.001578469,9,0.170,0.61,19.9,95.3 ,0
196.8333333,0,0.003235803,1,0.153,0.47,19.5,96.1 ,0.1
196.875,0,0.003235803,0,0.153,0.49,19.4,95.9 ,0
196.9166667,0,0.008892475,0,0.153,0.39,19.4,96.6 ,0
196.9583333,0,0.018205417,0,0.153,0.37,19.4,97.2 ,0.1
197,0,0.031719426,0,0.153,0.42,19.3,97.6 ,0
197.0416667,0,0.031719426,0,0.153,0.39,19.2,97.6 ,-0.1
197.0833333,0,0.031719426,0,0.153,0.35,19.1,96.9 ,0
197.125,0,0.024406441,0,0.153,0.36,19.0,97.7 ,0
197.1666667,0,0.08685046,0,0.153,0.40,19.1,97.5 ,0
197.2083333,0,0.008892475,0,0.153,0.43,19.0,97.8 ,-0.1
197.25,0,0.008892475,1,0.153,0.37,19.0,97.6 ,0
197.2916667,0,0.005644961,10,0.136,0.36,19.0,98.2 ,0
197.3333333,0,0.003235803,35,0.136,0.49,19.1,98.6 ,0
197.375,0,0.003235803,79,0.136,0.70,19.3,99.0 ,0
197.4166667,0,0.005644961,124,0.136,0.86,19.5,98.7 ,0
197.4583333,0,0.008892475,151,0.136,0.83,19.4,98.0 ,0.1
197.5,0,0.008892475,139,0.119,0.84,19.5,97.4 ,0
197.5416667,0,0.031719426,118,0.119,0.68,19.4,97.6 ,0.1
197.5833333,0,0.040201175,159,0.119,0.37,19.5,98.7 ,0.1
197.625,0,0.031719426,193,0.119,1.10,19.7,98.5 ,0
197.6666667,0,0.024406441,119,0.119,0.57,20.1,97.7 ,-0.1
197.7083333,0,0.024406441,86,0.119,0.52,20.1,96.6 ,0
197.75,0,0.013055782,41,0.102,0.54,20.1,95.6 ,0
197.7916667,0,0.013055782,19,0.102,0.27,20.0,96.0 ,-0.1
197.8333333,0,0.005644961,3,0.119,0.33,19.8,95.8 ,0
197.875,0,0.005644961,0,0.119,0.30,19.7,95.6 ,-0.1
197.9166667,0,0.003235803,0,0.119,0.25,19.6,96.7 ,0
197.9583333,0,0.001578469,0,0.119,0.36,19.6,97.3 ,-0.1
198,0,0.000573605,0,0.119,0.61,19.5,97.4 ,0
198.0416667,0,0.000101543,0,0.136,0.49,19.1,97.1 ,-0.1
198.0833333,0,0,0,0.119,0.47,18.8,96.5 ,0
198.125,0,0,0,0.221,0.34,18.8,96.9 ,0
198.1666667,0,0,0,0.221,0.36,18.7,97.1 ,-0.1
198.2083333,0,0,0,0.187,0.31,18.7,97.1 ,0
198.25,0,0,3,0.170,0.34,18.8,97.6 ,0
198.2916667,0,0,34,0.136,0.37,19.0,98.3 ,-0.1
198.3333333,0,0,64,0.119,0.44,19.4,97.7 ,0
198.375,0,0,270,0.119,0.58,20.0,97.5 ,-0.1
198.4166667,0,0,417,0.119,0.98,21.3,94.4 ,0
198.4583333,0,0,724,0.136,1.37,22.6,89.2 ,0
198.5416667,0,0,956,0.596,1.05,24.8,75.2 ,-0.3
198.5833333,0,0,828,0.800,0.99,25.4,71.3 ,-0.1
198.625,0,0,767,0.885,0.98,26.2,66.3 ,-0.1
198.6666667,0,0,642,0.783,1.33,26.5,64.9 ,0
198.7083333,0,0,471,0.715,1.03,26.3,69.5 ,-0.1
198.75,0,0,103,0.562,1.20,25.5,73.3 ,-0.1
198.7916667,0,0,31,0.511,1.25,23.8,75.7 ,0
198.8333333,0,0,6,0.374,0.78,22.2,80.7 ,-0.1
198.875,0,0,0,0.426,0.37,20.8,86.6 ,0
198.9166667,0,0,0,0.306,0.29,19.7,91.2 ,-0.1
198.9583333,0,0,0,0.409,0.21,18.8,93.6 ,-0.1
199,0,0,0,0.272,0.16,18.3,94.5 ,0
199.0416667,0,0,0,0.272,0.23,18.5,95.2 ,-0.1
199.0833333,0,0,0,0.272,0.33,19.0,95.1 ,0
199.125,0,0,0,0.323,0.26,19.2,95.7 ,0
199.1666667,0,0,0,0.238,0.21,19.3,95.6 ,-0.1
199.2083333,0,0,0,0.238,0.19,19.5,95.7 ,0
199.25,0,0,2,0.238,0.25,19.6,95.7 ,-0.1
199.2916667,0,0,22,0.272,0.18,19.8,96.0 ,0
199.3333333,0,0,86,0.238,0.30,20.3,95.1 ,0
199.375,0,0,168,0.289,0.20,21.2,93.1 ,-0.1
199.4166667,0,0,270,0.528,0.39,22.2,89.0 ,0
199.4583333,0,0,436,0.460,0.36,23.3,86.0 ,0
199.5,0,0,791,0.749,1.01,24.9,80.9 ,-0.1
199.5416667,0,0,872,0.766,1.21,25.9,76.5 ,-0.1
199.5833333,0,0,877,0.749,0.50,26.9,72.4 ,0
199.625,0,0,761,0.664,1.04,27.5,68.0 ,-0.2
199.6666667,0,0,620,0.919,0.92,27.5,71.7 ,0
199.7083333,0,0,449,0.732,0.64,26.5,74.4 ,-0.1
199.75,0,0,118,0.204,1.28,25.1,73.3 ,0
199.7916667,0,0,36,0.119,1.55,23.9,75.1 ,-0.1
199.8333333,0,0,4,0.119,0.79,22.7,80.6 ,0
199.875,0,0,0,0.102,0.39,21.5,86.0 ,-0.1
199.9166667,0,0,0,0.119,0.20,20.4,90.6 ,0
199.9583333,0,0,0,0.119,0.22,19.7,93.0 ,-0.1
200,0,0,0,0.102,0.19,19.4,93.8 ,0
200.0416667,0,0,0,0.102,0.28,19.7,94.7 ,-0.1
200.0833333,0,0,0,0.119,0.14,19.9,94.6 ,0
200.125,0,0,0,0.102,0.18,20.1,94.9 ,0
200.1666667,0,0,0,0.102,0.23,20.1,94.4 ,-0.1
200.2083333,0,0,0,0.102,0.24,20.1,94.6 ,0
200.25,0,0,4,0.102,0.23,20.1,94.8 ,0
200.2916667,0,0,49,0.102,0.27,20.2,95.2 ,0
200.3333333,0,0,195,0.119,0.65,20.9,93.1 ,-0.1
200.375,0,0,224,0.102,0.79,21.5,89.0 ,0
200.4166667,0,0,198,0.119,0.57,22.0,86.9 ,0
200.4583333,0,0,281,0.119,0.89,22.2,85.0 ,-0.1
200.5,0,0,505,0.136,1.09,23.4,81.0 ,0
200.5416667,0,0,363,0.136,0.60,23.6,80.9 ,-0.1
200.5833333,0,0,347,0.136,0.92,24.2,78.2 ,0
200.625,0,0,236,0.119,0.66,24.1,77.3 ,0
200.6666667,0,0,211,0.136,0.93,23.6,79.0 ,-0.1
200.7083333,0,0,113,0.102,0.54,23.6,79.9 ,-0.1
200.75,0,0,93,0.119,0.34,23.5,82.4 ,0
200.7916667,0,0,56,0.102,0.53,23.7,81.0 ,0
200.8333333,0,0,4,0.119,0.41,22.9,84.7 ,-0.1
200.875,0,0,0,0.085,0.30,22.2,88.5 ,0
200.9166667,0,0,0,0.102,0.21,21.7,91.0 ,-0.1
200.9583333,0,0,0,0.085,0.16,21.4,92.7 ,0
201,0,0,0,0.085,0.16,21.2,93.4 ,0
201.0416667,0,0,0,0.085,0.18,21.0,93.8 ,0
201.0833333,0,0,0,0.085,0.24,21.0,94.0 ,-0.1
201.125,0,0,0,0.085,0.31,21.0,94.8 ,0
201.1666667,0,0,0,0.068,0.33,21.1,94.3 ,-0.1
201.2083333,0,0,0,0.085,0.38,21.1,93.7 ,0
201.25,0,0,1,0.068,0.25,21.0,93.9 ,0
201.2916667,0,0,10,0.068,0.29,21.0,94.3 ,0
201.3333333,0,0,28,0.085,0.25,20.9,96.0 ,0
201.375,0,0,27,0.085,0.34,21.1,95.9 ,0.1
201.4166667,0,0,51,0.085,0.27,21.2,96.9 ,0
201.4583333,0,0,57,0.085,0.33,21.5,97.1 ,0.1
201.5,0,0,86,0.102,0.36,21.7,97.2 ,0.3
201.5416667,0,0,138,0.102,0.39,22.0,97.5 ,0.2
201.5833333,0,0,108,0.102,0.30,22.6,96.3 ,0.1
201.625,0,0,115,0.102,0.35,23.2,95.4 ,0
201.6666667,0,0,74,0.085,0.27,23.5,94.7 ,0.1
201.7083333,0,0,75,0.085,0.36,23.7,95.4 ,0
201.75,0,0,62,0.102,0.32,24.2,95.7 ,0
201.7916667,0,0,46,0.102,0.76,25.3,94.6 ,0
201.8333333,0,0,2,0.102,0.60,25.5,95.0 ,0
201.875,0,0,0,0.119,0.85,25.6,94.7 ,0
201.9166667,0,0,0,0.119,0.92,25.6,94.7 ,0
201.9583333,0,0,0,0.119,0.84,25.5,94.7 ,0
202,0,0,0,0.119,0.75,25.4,94.6 ,-0.1
202.0416667,0,0,0,0.119,0.84,25.4,93.5 ,0
202.0833333,0,0,0,0.119,1.28,25.8,91.7 ,0
202.125,0,0,0,0.119,1.52,25.8,91.6 ,0.1
202.1666667,0,0,0,0.102,1.17,25.4,92.8 ,0
202.2083333,0,0,0,0.119,1.32,25.5,91.5 ,0
202.25,0,0,0,0.136,1.36,26.0,87.9 ,0
202.2916667,0,0,8,0.119,1.51,26.5,86.0 ,-0.1
202.3333333,0,0,35,0.119,2.43,27.0,84.5 ,0
202.375,0,0,60,0.119,1.77,26.5,87.7 ,0
202.4166667,0,0,215,0.136,1.70,26.0,91.9 ,0
202.4583333,0,0,365,0.136,1.91,26.8,90.7 ,0
202.5,0,0,214,0.136,1.55,26.8,88.8 ,0
202.5416667,0,0,292,0.119,1.61,26.7,87.6 ,-0.1
202.5833333,0,0,719,0.119,1.84,28.2,85.4 ,0
202.625,0,0,511,0.119,1.58,28.1,86.2 ,-0.1
202.6666667,0,0,397,0.102,1.60,28.5,82.3 ,0
202.7083333,0,0,193,0.102,1.78,28.4,79.1 ,0
202.75,0,0,107,0.102,1.54,27.9,78.8 ,-0.1
202.7916667,0,0,27,0.085,0.68,27.0,81.9 ,-0.1
202.8333333,0,0,7,0.085,0.70,26.1,84.8 ,0
202.875,0,0,0,0.102,0.74,25.6,85.3 ,0
202.9166667,0,0,0,0.085,1.01,24.9,87.6 ,-0.1
202.9583333,0,0,0,0.068,1.01,24.3,89.1 ,0
203,0,0,0,0.085,0.71,24.4,88.3 ,-0.1
203.0416667,0,0,0,0.085,0.50,24.3,88.6 ,0
203.0833333,0,0,0,0.204,0.69,23.2,93.5 ,0.2
203.125,0,0,0,0.102,0.64,22.6,96.0 ,0.5
203.1666667,0,0,0,0.085,0.52,22.5,95.7 ,0.3
203.2083333,0,0,0,0.102,0.46,22.4,96.2 ,0
203.25,0,0,3,0.085,0.47,22.2,96.6 ,0
203.2916667,0,0,75,0.085,0.55,22.0,99.1 ,-0.1
203.3333333,0,0,240,0.102,0.44,23.5,98.4 ,0.1
203.375,0,0,380,0.102,0.59,24.9,93.7 ,-0.1
203.4166667,0,0,287,0.085,0.39,24.9,90.4 ,0
203.4583333,0,0,599,0.085,0.73,26.0,88.1 ,-0.1
203.5,0,0,451,0.085,0.69,26.5,85.4 ,0
203.5416667,0,0,585,0.085,1.01,27.2,82.5 ,-0.1
203.5833333,0,0,457,0.085,1.18,27.7,79.3 ,-0.1
203.625,0,0,464,0.085,1.22,27.5,78.3 ,0
203.6666667,0,0,464,0.085,1.28,28.0,79.0 ,-0.1
203.7083333,0,0,158,0.085,0.96,27.7,77.4 ,0
203.75,0,0,130,0.085,0.83,27.0,80.0 ,-0.1
203.7916667,0,0,30,0.085,0.61,26.3,80.1 ,0
203.8333333,0,0,2,0.068,0.41,25.4,84.2 ,0
203.875,0,0,0,0.068,0.53,24.7,87.0 ,-0.1
203.9166667,0,0,0,0.085,0.71,24.2,88.1 ,0
203.9583333,0,0,0,0.068,0.49,24.0,88.7 ,0
204,0,0,0,0.085,0.38,23.8,90.1 ,-0.1
204.0416667,0,0,0,0.085,0.57,23.6,89.4 ,0
204.0833333,0,0,0,0.068,0.34,23.0,92.3 ,0
204.125,0,0,0,0.085,0.39,22.6,95.0 ,0.2
204.1666667,0,0,0,0.085,0.47,22.4,95.7 ,1
204.2083333,0,0,0,0.102,0.33,22.2,96.4 ,0.1
204.25,0,0,0,0.102,0.51,22.1,96.7 ,-0.1
204.2916667,0,0,7,0.085,0.46,22.1,96.6 ,0
204.3333333,0,0,23,0.102,0.62,22.2,96.9 ,0.6
204.375,0,0,120,0.085,0.68,22.5,98.1 ,0
204.4166667,0,0,148,0.102,0.60,23.3,97.3 ,0
204.4583333,0,0,186,0.085,0.47,23.8,96.2 ,0
204.5,0,0,147,0.085,0.53,24.3,94.3 ,0
204.5416667,0,0,97,0.068,0.42,23.9,95.3 ,0.3
204.5833333,0,0,114,0.068,0.61,23.8,96.3 ,0.5
204.625,0,0,180,0.085,1.31,23.9,96.9 ,0.1
204.6666667,0,0,115,0.068,0.98,24.2,95.4 ,0
204.7083333,0,0,114,0.085,0.78,24.3,95.6 ,0
204.75,0,0,70,0.085,0.59,24.4,95.3 ,0
204.7916667,0,0,18,0.068,0.64,24.3,94.4 ,0
204.8333333,0,0,1,0.085,0.47,23.6,95.2 ,-0.1
204.875,0,0,0,0.068,0.42,23.4,95.9 ,0
204.9166667,0,0,0,0.085,0.46,23.2,96.1 ,0
204.9583333,0,0,0,0.085,0.50,23.1,96.5 ,-0.1
205,0,0,0,0.085,0.53,23.0,96.6 ,0
205.0416667,0,0,0,0.085,0.50,22.9,97.0 ,0
205.0833333,0,0,0,0.085,0.51,22.7,96.4 ,0
205.125,0,0,0,0.085,0.56,22.5,97.2 ,-0.1
205.1666667,0,0,0,0.085,0.59,22.5,96.9 ,0
205.2083333,0,0,0,0.068,0.64,22.6,97.3 ,0
205.25,0,0,1,0.085,0.92,22.6,97.3 ,0.2
205.2916667,0,0,14,0.085,0.77,22.7,97.4 ,0.1
205.3333333,0,0,21,0.085,0.60,22.7,97.9 ,0.2
205.375,0,0,36,0.068,0.57,22.9,98.1 ,0
205.4166667,0,0,46,0.085,0.74,23.0,99.0 ,0
205.4583333,0,0.000101543,41,0.068,0.75,23.1,97.9 ,0.2
205.5,0,0.073181235,91,0.085,1.74,22.9,98.3 ,0.4
205.5416667,0,1.78040211,55,0.068,1.24,22.6,96.7 ,0.6
205.5833333,0,2.440448814,72,0.068,1.57,22.5,96.3 ,0.1
205.625,0,2.440448814,49,0.085,1.32,22.0,95.7 ,0.1
205.6666667,0,2.142587255,34,0.068,1.07,21.9,95.6 ,-0.1
205.7083333,0,3.348856576,23,0.068,0.44,21.8,97.6 ,0.2
205.75,0,3.348856576,13,0.068,0.40,21.8,97.5 ,0
205.7916667,0.000573605,9.707417435,6,0.068,0.89,21.8,97.6 ,1.7
205.8333333,0,7.149704112,0,0.068,0.63,21.7,98.1 ,-1.1
205.875,0.000573605,9.248945418,0,0.068,0.90,21.7,98.2 ,1.1
205.9166667,0,6.397881422,0,0.068,0.72,21.7,98.2 ,-1.2
205.9583333,0,3.602694883,0,0.068,0.88,21.7,98.3 ,-0.6
206,0,2.048334347,0,0.068,1.03,21.7,98.3 ,-0.2
206.0416667,0,1.239087133,0,0.085,0.90,21.8,98.3 ,-0.2
206.0833333,0,1.239087133,0,0.051,0.81,21.6,98.2 ,-0.1
206.125,0,0.921095488,0,0.068,0.82,21.2,99.2 ,-0.1
206.1666667,0,0.657074634,0,0.068,1.05,20.9,99.4 ,-0.1
206.2083333,0,0.523282206,0,0.051,1.52,20.5,100.1 ,-0.1
206.25,0,0.307698217,2,0.068,1.76,20.2,99.9 ,0
206.2916667,0,0.307698217,11,0.051,0.98,20.1,98.8 ,0
206.3333333,0,0.307698217,24,0.051,1.02,20.2,98.6 ,0
206.375,0,0.307698217,37,0.051,0.94,20.4,98.8 ,0
206.4166667,0,0.278168971,32,0.068,1.13,20.5,99.3 ,0
206.4583333,0,0.278168971,86,0.051,1.73,20.3,99.0 ,0
206.5,0,0.307698217,107,0.068,1.17,20.9,98.9 ,0.1
206.5416667,0,0.407079419,76,0.051,1.39,20.8,98.3 ,0.1
206.5833333,0,0.482630463,60,0.068,1.17,20.9,97.8 ,-0.1
206.625,0,0.407079419,28,0.068,1.29,20.9,97.4 ,0
206.6666667,0,0.756400174,29,0.051,1.15,20.8,97.4 ,0.2
206.7083333,0,1.04164945,68,0.068,1.31,20.6,98.2 ,0.1
206.75,0,1.239087133,43,0.068,1.25,20.5,98.4 ,0
206.7916667,0,1.239087133,22,0.068,1.40,20.3,97.1 ,0
206.8333333,0,1.171029737,3,0.068,1.04,20.3,97.5 ,-0.1
206.875,0,0.921095488,0,0.068,1.09,20.3,97.7 ,0
206.9166667,0,0.610477288,0,0.068,1.12,20.3,97.8 ,-0.1
206.9583333,0,0.407079419,0,0.068,1.16,20.2,97.6 ,-0.1
207,0,0.307698217,0,0.068,1.20,20.2,97.5 ,-0.1
207.0416667,0,0.199927219,0,0.085,1.15,20.2,97.7 ,-0.1
207.0833333,0,0.136485904,0,0.068,1.07,20.1,97.3 ,0
207.125,0,0.10192578,0,0.068,1.08,19.9,98.0 ,-0.1
207.1666667,0,0.073181235,0,0.068,1.02,19.9,97.9 ,0
207.2083333,0,0.060882517,0,0.068,1.06,19.9,98.0 ,0
207.25,0,0.049905276,2,0.068,1.09,20.0,98.0 ,-0.1
207.2916667,0,0.031719426,21,0.068,1.03,20.2,98.5 ,0
207.3333333,0,0.024406441,31,0.051,1.05,20.4,98.6 ,-0.1
207.375,0,0.018205417,122,0.068,1.12,20.8,99.2 ,0
207.4166667,0,0.013055782,145,0.068,1.49,21.7,99.0 ,0
207.4583333,0,0.008892475,189,0.051,1.74,22.4,97.6 ,-0.1
207.5,0,0.005644961,210,0.068,2.03,23.1,92.8 ,0
207.5416667,0,0.003235803,273,0.068,2.10,23.6,91.1 ,-0.1
207.5833333,0,0.003235803,202,0.068,1.02,24.0,90.0 ,0
207.625,0,0.018205417,211,0.068,0.88,23.4,94.3 ,0.2
207.6666667,0,0.024406441,99,0.068,0.53,23.3,94.5 ,0.1
207.7083333,0,0.024406441,72,0.051,1.02,23.1,91.3 ,0
207.75,0,0.024406441,53,0.068,0.80,22.5,93.4 ,-0.1
207.7916667,0,0.018205417,21,0.068,0.58,22.4,95.1 ,0
207.8333333,0,0.018205417,1,0.051,0.60,22.2,94.7 ,-0.1
207.875,0,0.008892475,0,0.068,0.61,22.0,94.4 ,0
207.9166667,0,0.008892475,0,0.051,0.74,22.0,94.0 ,0
207.9583333,0,0.005644961,0,0.068,0.91,22.1,93.8 ,-0.1
208,0,0.005644961,0,0.051,1.09,22.0,94.1 ,0
208.0416667,0,0.003235803,0,0.068,0.70,21.7,94.9 ,0
208.0833333,0,0.003235803,0,0.051,0.59,21.6,94.7 ,-0.1
208.125,0,0.003235803,0,0.068,0.54,21.5,95.7 ,0
208.1666667,0,0.001578469,0,0.051,0.60,21.4,95.5 ,-0.1
208.2083333,0,0.001578469,0,0.068,0.60,21.4,95.2 ,0
208.25,0,0.001578469,0,0.051,0.57,21.2,95.7 ,0
208.2916667,0,0.000573605,22,0.068,0.61,21.1,95.7 ,-0.1
208.3333333,0,0.000573605,196,0.051,0.52,21.5,97.5 ,0
208.375,0,0.000573605,273,0.068,0.47,22.8,92.0 ,0
208.4166667,0,0,589,0.068,1.17,24.0,87.9 ,-0.1
208.4583333,0,0.000101543,463,0.068,1.24,24.6,82.8 ,0
208.5,0,0,812,0.068,1.92,25.7,76.8 ,-0.1
208.5416667,0,0.000101543,709,0.068,1.36,26.4,73.3 ,-0.1
208.5833333,0,0.000101543,882,0.085,1.14,27.5,66.7 ,-0.1
208.625,0,0,736,0.068,1.07,27.9,65.4 ,-0.1
208.6666667,0,0,654,0.068,1.51,27.8,67.0 ,0
208.7083333,0,0,418,0.068,0.76,27.4,70.5 ,-0.1
208.75,0,0,149,0.068,0.87,26.0,70.8 ,-0.1
208.7916667,0,0.000101543,44,0.051,1.09,24.4,71.9 ,0
208.8333333,0,0.000101543,4,0.051,0.37,22.7,79.5 ,-0.1
208.875,0,0.000101543,0,0.034,0.23,21.4,86.0 ,0
208.9166667,0,0.000101543,0,0.051,0.20,20.6,89.2 ,-0.1
208.9583333,0,0.000101543,0,0.034,0.31,20.2,91.4 ,0
209,0,0,0,0.051,0.25,20.0,92.6 ,-0.1
209.0416667,0,0,0,0.051,0.28,19.6,93.8 ,0
209.0833333,0,0,0,0.034,0.19,19.5,93.7 ,0
209.125,0,0,0,0.051,0.26,19.5,95.0 ,-0.1
209.1666667,0,0,0,0.034,0.26,19.6,95.3 ,0
209.2083333,0,0,0,0.051,0.32,19.9,95.7 ,0
209.25,0,0,0,0.051,0.49,20.0,95.8 ,-0.1
209.2916667,0,0,15,0.051,0.38,20.1,96.4 ,0
209.3333333,0,0,61,0.034,0.35,20.6,97.4 ,0
209.375,0,0,70,0.051,0.59,21.6,95.2 ,-0.1
209.4166667,0,0,132,0.051,0.35,22.2,93.9 ,0
209.4583333,0,0,113,0.051,0.28,23.3,90.9 ,0
209.5,0,0,121,0.051,0.36,23.5,91.1 ,-0.1
209.5416667,0,0,277,0.068,0.43,24.3,91.9 ,0
209.5833333,0,0,144,0.051,0.73,24.7,90.1 ,0.2
209.625,0,0.000101543,106,0.051,0.96,23.5,93.2 ,0.3
209.6666667,0,0.000101543,29,0.068,0.39,22.7,94.4 ,0.6
209.7083333,0,0.809179451,24,0.051,0.50,22.3,95.8 ,1.5
209.75,0,2.761369442,8,0.051,0.48,22.1,96.2 ,0.4
209.7916667,0,2.761369442,5,0.051,0.52,22.1,96.5 ,0
209.8333333,0,2.651802085,0,0.051,0.78,22.1,96.7 ,0
209.875,0,1.695966395,0,0.051,0.79,22.0,96.4 ,-0.2
209.9166667,0,1.695966395,0,0.068,0.68,22.0,96.6 ,-0.2
209.9583333,0,1.309419334,0,0.051,0.66,22.1,96.7 ,-0.1
210,0,1.105224745,0,0.051,0.75,22.1,96.9 ,-0.1
210.0416667,0,0.864069729,0,0.051,0.77,22.1,97.1 ,0
210.0833333,0,0.756400174,0,0.068,0.72,22.1,96.6 ,0
210.125,0,1.382048443,0,0.051,0.83,22.1,97.4 ,0.2
210.1666667,0,1.78040211,0,0.051,0.76,22.1,97.5 ,0
210.2083333,0,1.309419334,0,0.051,1.12,22.3,97.0 ,-0.1
210.25,0,0.921095488,1,0.068,1.06,23.4,95.2 ,-0.1
210.2916667,0,0.657074634,21,0.051,1.07,23.4,97.3 ,-0.1
210.3333333,0,0.443905671,77,0.068,0.95,23.9,97.7 ,0
210.375,0,0.339005737,137,0.051,1.04,25.0,99.4 ,-0.1
