0.2083,237.2083,-0.10 
0.4583,237.4583,-0.10 
0.625,237.625,-0.10 
0.6667,237.6667,-0.10 
0.7083,237.7083,-0.10 
0.75,237.75,-0.20 
0.8333,237.8333,-0.10 
0.875,237.875,-0.10 
0.9583,237.9583,-0.10 
1.0833,238.0833,-0.10 
1.1667,238.1667,-0.10 
1.25,238.25,-0.10 
1.375,238.375,-0.10 
1.5,238.5,-0.10 
1.7917,238.7917,-0.10 
1.9167,238.9167,-0.10 
2,239,-0.10 
2.25,239.25,-0.10 
2.375,239.375,-0.10 
2.5833,239.5833,-0.20 
2.75,239.75,-0.10 
2.9583,239.9583,-0.10 
3.4167,240.4167,-0.10 
3.5417,240.5417,-0.10 
3.5833,240.5833,-0.10 
3.875,240.875,-0.10 
4.4167,241.4167,-0.10 
4.5,241.5,-0.20 
4.5417,241.5417,-0.10 
4.5833,241.5833,-0.10 
4.625,241.625,-0.10 
4.6667,241.6667,-0.10 
4.75,241.75,-0.10 
4.7917,241.7917,-0.10 
4.875,241.875,-0.10 
4.9167,241.9167,-0.10 
5,242,-0.10 
5.0833,242.0833,-0.10 
5.1667,242.1667,-0.10 
5.2917,242.2917,-0.10 
6.5833,243.5833,-0.20 
6.625,243.625,-0.10 
6.6667,243.6667,-0.10 
6.75,243.75,-0.10 
7,244,-0.10 
7.125,244.125,-0.10 
7.1667,244.1667,-0.10 
7.375,244.375,-0.10 
7.4167,244.4167,-0.70 
7.5,244.5,-0.80 
7.5417,244.5417,-0.70 
7.5833,244.5833,-0.40 
7.625,244.625,-0.40 
7.6667,244.6667,-0.30 
7.7083,244.7083,-0.20 
7.75,244.75,-0.20 
7.7917,244.7917,-0.20 
7.8333,244.8333,-0.20 
7.875,244.875,-0.10 
7.9167,244.9167,-0.10 
7.9583,244.9583,-0.10 
8.0417,245.0417,-0.10 
8.0833,245.0833,-0.10 
8.1667,245.1667,-0.20 
8.2083,245.2083,-0.10 
8.25,245.25,-0.20 
8.2917,245.2917,-0.10 
8.3333,245.3333,-0.10 
8.375,245.375,-0.10 
8.4583,245.4583,-0.10 
8.5417,245.5417,-0.20 
8.625,245.625,-0.20 
8.7083,245.7083,-0.10 
8.7917,245.7917,-0.10 
8.875,245.875,-0.80 
8.9167,245.9167,-0.60 
8.9583,245.9583,-0.40 
9,246,-0.30 
9.0417,246.0417,-0.30 
9.0833,246.0833,-0.20 
9.125,246.125,-0.20 
9.1667,246.1667,-0.20 
9.2083,246.2083,-0.10 
9.25,246.25,-0.10 
9.2917,246.2917,-0.20 
9.3333,246.3333,-0.10 
9.375,246.375,-0.10 
9.4167,246.4167,-0.10 
9.4583,246.4583,-0.10 
9.5,246.5,-0.20 
9.5417,246.5417,-0.10 
9.5833,246.5833,-0.10 
9.625,246.625,-0.10 
9.6667,246.6667,-0.10 
9.75,246.75,-0.10 
9.7917,246.7917,-0.10 
9.8333,246.8333,-0.10 
9.9167,246.9167,-0.10 
9.9583,246.9583,-0.10 
10,247,-0.10 
10.0417,247.0417,-0.10 
10.125,247.125,-0.10 
10.1667,247.1667,-0.10 
10.2083,247.2083,-0.10 
10.25,247.25,-0.10 
10.3333,247.3333,-0.10 
10.375,247.375,-0.10 
10.4583,247.4583,-0.10 
10.5,247.5,-0.10 
10.5833,247.5833,-0.10 
10.625,247.625,-0.10 
10.6667,247.6667,-0.10 
10.7083,247.7083,-0.10 
10.7917,247.7917,-0.10 
10.875,247.875,-0.10 
11.1667,248.1667,-0.20 
11.5,248.5,-0.10 
11.5833,248.5833,-0.10 
11.6667,248.6667,-0.20 
11.75,248.75,-0.20 
11.8333,248.8333,-0.10 
11.9167,248.9167,-0.10 
12,249,-0.10 
12.0417,249.0417,-0.10 
12.125,249.125,-0.10 
12.1667,249.1667,-0.10 
12.25,249.25,-0.10 
12.3333,249.3333,-0.10 
12.4167,249.4167,-0.10 
12.5417,249.5417,-0.20 
12.625,249.625,-0.20 
12.7083,249.7083,-0.10 
12.875,249.875,-0.10 
13,250,-0.10 
13.125,250.125,-0.10 
13.2083,250.2083,-0.10 
13.3333,250.3333,-0.10 
13.4583,250.4583,-0.10 
13.5417,250.5417,-0.20 
13.6667,250.6667,-0.10 
13.8333,250.8333,-0.10 
14.0417,251.0417,-0.10 
14.1667,251.1667,-0.10 
14.375,251.375,-0.10 
14.4583,251.4583,-0.10 
14.5,251.5,-0.10 
14.5417,251.5417,-0.10 
14.625,251.625,-0.10 
14.6667,251.6667,-0.10 
14.7917,251.7917,-0.10 
14.9167,251.9167,-0.10 
15.0833,252.0833,-0.10 
15.25,252.25,-0.10 
