8.875,245.875,0,23.8,100,-0.8
8.9167,245.9167,0,23.7,100,-0.6
8.9583,245.9583,0,23.4,100,-0.4
9,246,0,23.0,100,-0.3
9.0417,246.0417,0,22.9,100,-0.3
9.0833,246.0833,0,22.8,99,-0.2
9.125,246.125,0,22.8,100,-0.2
9.1667,246.1667,0,22.8,100,-0.2
9.2083,246.2083,0,22.8,100,-0.1
9.25,246.25,0,22.8,100,-0.1
9.2917,246.2917,13,22.9,100,-0.2
9.3333,246.3333,51,23.4,100,-0.1
9.375,246.375,83,24.0,100,-0.1
9.4167,246.4167,196,24.7,100,-0.1
9.4583,246.4583,474,25.9,100,-0.1
9.5,246.5,615,27.4,95,-0.2
9.5417,246.5417,484,28.1,91,-0.1
9.5833,246.5833,366,28.5,87,-0.1
9.625,246.625,440,28.4,87,-0.1
9.6667,246.6667,390,28.5,84,-0.1
9.75,246.75,75,27.2,87,-0.1
9.7917,246.7917,15,25.8,94,-0.1
9.8333,246.8333,0,24.6,99,-0.1
9.9167,246.9167,0,23.5,100,-0.1
9.9583,246.9583,0,23.1,100,-0.1
10,247,0,22.8,100,-0.1
10.0417,247.0417,0,22.7,100,-0.1
10.125,247.125,0,22.1,100,-0.1
10.1667,247.1667,0,22.0,100,-0.1
10.2083,247.2083,0,21.7,100,-0.1
10.25,247.25,0,21.9,100,-0.1
10.3333,247.3333,130,23.9,100,-0.1
10.375,247.375,116,25.1,100,-0.1
10.4583,247.4583,188,26.5,96,-0.1
10.5,247.5,341,27.1,95,-0.1
10.5833,247.5833,281,28.8,87,-0.1
10.625,247.625,282,28.9,87,-0.1
10.6667,247.6667,214,28.9,86,-0.1
10.7083,247.7083,98,28.3,81,-0.1
10.7917,247.7917,5,27.0,85,-0.1
10.875,247.875,0,26.1,91,-0.1
11.1667,248.1667,0,25.0,99,-0.2
11.5,248.5,94,25.7,99,-0.1
11.5833,248.5833,76,26.0,89,-0.1
11.6667,248.6667,153,26.2,88,-0.2
11.75,248.75,37,25.8,88,-0.2
11.8333,248.8333,0,25.2,90,-0.1
11.9167,248.9167,0,23.7,96,-0.1
12,249,0,23.0,99,-0.1
12.0417,249.0417,0,22.5,99,-0.1
12.125,249.125,0,21.8,100,-0.1
12.1667,249.1667,0,21.1,100,-0.1
12.25,249.25,0,21.3,100,-0.1
12.3333,249.3333,65,22.0,100,-0.1
12.4167,249.4167,326,24.5,99,-0.1
12.5417,249.5417,535,27.5,84,-0.2
12.625,249.625,397,28.4,77,-0.2
12.7083,249.7083,114,27.4,85,-0.1
12.875,249.875,0,24.4,99,-0.1
13,250,0,23.8,100,-0.1
13.125,250.125,0,23.6,100,-0.1
13.2083,250.2083,0,23.1,100,-0.1
13.3333,250.3333,72,23.4,100,-0.1
13.4583,250.4583,275,27.3,90,-0.1
13.5417,250.5417,419,29.4,83,-0.2
13.6667,250.6667,113,28.5,86,-0.1
13.8333,250.8333,0,25.4,100,-0.1
14.0417,251.0417,0,24.3,100,-0.1
14.1667,251.1667,0,23.7,100,-0.1
14.375,251.375,324,26.4,98,-0.1
14.4583,251.4583,640,28.4,82,-0.1
14.5,251.5,412,28.4,77,-0.1
14.5417,251.5417,383,28.3,77,-0.1
14.625,251.625,525,28.9,74,-0.1
14.6667,251.6667,471,29.3,70,-0.1
14.7917,251.7917,12,26.3,86,-0.1
14.9167,251.9167,0,23.5,99,-0.1
15.0833,252.0833,0,22.9,99,-0.1
15.25,252.25,0,22.4,100,-0.1
15.4167,252.4167,455,25.6,98,-0.1
15.5,252.5,360,27.8,85,-0.1
15.5833,252.5833,309,28.6,81,-0.2
15.625,252.625,198,28.4,83,-0.1
15.6667,252.6667,501,29.1,82,-0.2
16.5,253.5,100,20.6,95,-0.1
16.5833,253.5833,106,20.1,93,-0.1
17.125,254.125,0,19.2,93,-0.1
17.375,254.375,393,22.3,86,-0.1
17.5,254.5,778,25.1,70,-0.1
17.5417,254.5417,847,25.8,69,-0.1
17.5833,254.5833,667,26.2,67,-0.1
17.7083,254.7083,342,27.5,61,-0.1
17.75,254.75,58,25.9,67,-0.1
17.7917,254.7917,11,23.3,82,-0.1
17.9167,254.9167,0,18.6,98,-0.1
18,255,0,17.5,100,-0.1
18.0833,255.0833,0,16.5,99,-0.1
18.1667,255.1667,0,15.8,100,-0.1
18.2083,255.2083,0,15.4,100,-0.1
18.4167,255.4167,578,23.6,83,-0.2
18.4583,255.4583,717,25.5,70,-0.2
18.5,255.5,800,26.4,66,-0.1
18.5417,255.5417,826,27.3,66,-0.4
18.5833,255.5833,812,28.4,65,-0.1
18.625,255.625,679,29.1,64,-0.3
18.6667,255.6667,470,29.3,63,-0.3
18.7083,255.7083,203,27.8,68,-0.1
18.75,255.75,51,25.9,74,-0.1
18.7917,255.7917,7,24.5,76,-0.1
18.8333,255.8333,0,22.7,86,-0.1
18.875,255.875,0,21.9,93,-0.1
18.9167,255.9167,0,21.8,95,-0.1
18.9583,255.9583,0,21.6,97,-0.1
19,256,0,21.2,98,-0.1
19.0417,256.0417,0,20.6,100,-0.1
19.125,256.125,0,20.1,100,-0.1
19.1667,256.1667,0,20.1,100,-0.1
19.2083,256.2083,0,20.2,100,-0.1
19.2917,256.2917,13,20.8,100,-0.1
19.3333,256.3333,113,21.8,100,-0.1
19.375,256.375,331,25.0,93,-0.1
19.4167,256.4167,430,26.9,82,-0.2
19.4583,256.4583,320,26.4,80,-0.2
19.5,256.5,517,27.1,79,-0.4
19.5417,256.5417,522,27.6,77,-0.4
19.5833,256.5833,734,28.8,71,-0.5
19.7083,256.7083,204,28.1,73,-0.6
19.75,256.75,85,27.4,75,-0.4
19.7917,256.7917,5,25.8,82,-0.2
19.8333,256.8333,0,24.4,88,-0.3
19.875,256.875,0,24.0,89,-0.1
19.9167,256.9167,0,23.7,91,-0.1
19.9583,256.9583,0,23.5,92,-0.1
20,257,0,23.1,95,-0.1
20.125,257.125,0,22.1,100,-0.1
20.1667,257.1667,0,21.6,100,-0.1
20.25,257.25,0,20.4,97,-0.1
20.3333,257.3333,125,19.9,100,-0.1
20.4167,257.4167,459,23.9,79,-0.1
21.2083,258.2083,0,15.5,100,-0.1
21.25,258.25,0,15.0,100,-0.1
21.4167,258.4167,578,23.5,67,-0.1
21.4583,258.4583,720,25.2,62,-0.1
21.5417,258.5417,833,26.5,57,-0.1
21.625,258.625,687,27.4,56,-0.1
21.7917,258.7917,6,22.2,76,-0.1
21.8333,258.8333,0,19.4,87,-0.2
21.875,258.875,0,18.1,91,-0.1
21.9167,258.9167,0,17.1,95,-0.1
21.9583,258.9583,0,16.3,96,-0.1
22,259,0,15.8,98,-0.1
22.0417,259.0417,0,15.3,99,-0.1
22.0833,259.0833,0,14.9,99,-0.1
22.125,259.125,0,14.6,100,-0.1
22.25,259.25,0,15.2,100,-0.1
22.3333,259.3333,76,16.0,100,-0.1
22.4583,259.4583,658,23.8,73,-0.1
22.5417,259.5417,836,28.7,50,-0.1
23.5417,260.5417,559,23.8,62,-0.1
23.625,260.625,698,25.1,56,-0.2
23.8333,260.8333,0,17.7,77,-0.1
23.9167,260.9167,0,15.6,93,-0.1
24.0417,261.0417,0,14.0,99,-0.1
24.2083,261.2083,0,12.7,100,-0.1
24.4167,261.4167,521,19.7,100,-0.1
24.4583,261.4583,779,23.0,91,-0.1
24.5417,261.5417,606,24.1,59,-0.3
24.625,261.625,430,24.1,62,-0.2
24.6667,261.6667,311,24.1,63,-0.1
24.75,261.75,44,22.5,63,-0.1
24.7917,261.7917,4,21.6,64,-0.1
24.8333,261.8333,0,20.8,65,-0.1
24.9167,261.9167,0,18.8,72,-0.1
24.9583,261.9583,0,18.5,77,-0.1
25.0417,262.0417,0,19.2,78,-0.1
25.125,262.125,0,18.1,76,-0.1
25.4583,262.4583,92,18.2,100,-0.1
25.875,262.875,0,16.5,100,-0.2
25.9167,262.9167,0,16.6,100,-0.1
26,263,0,16.7,100,-0.3
26.0417,263.0417,0,16.6,100,-0.2
26.375,263.375,25,16.7,100,-0.2
26.4167,263.4167,62,16.9,100,-0.1
26.5,263.5,92,17.2,100,-0.1
26.5833,263.5833,68,17.4,100,-0.1
26.625,263.625,50,17.5,100,-0.1
26.7083,263.7083,12,17.0,100,-0.1
26.8333,263.8333,0,16.4,100,-0.2
26.875,263.875,0,17.3,100,-0.4
26.9167,263.9167,0,18.5,99,-0.3
26.9583,263.9583,0,19.5,94,-0.3
27,264,0,19.8,84,-0.3
27.0417,264.0417,0,19.7,80,-0.1
27.0833,264.0833,0,19.6,79,-0.2
27.125,264.125,0,18.9,77,-0.1
27.1667,264.1667,0,17.3,80,-0.2
27.25,264.25,0,16.6,98,-0.1
27.2917,264.2917,10,16.5,99,-0.1
27.3333,264.3333,69,17.2,100,-0.1
27.375,264.375,142,18.3,100,-0.1
27.4167,264.4167,133,19.0,99,-0.1
27.5,264.5,201,19.0,94,-0.1
27.5833,264.5833,101,18.6,96,-0.1
27.6667,264.6667,87,18.5,98,-0.1
27.75,264.75,25,18.7,96,-0.1
27.7917,264.7917,3,18.5,96,-0.1
27.875,264.875,0,18.0,100,-0.1
27.9583,264.9583,0,17.1,100,-0.1
28.0417,265.0417,0,16.9,100,-0.1
28.0833,265.0833,0,16.7,100,-0.1
28.1667,265.1667,0,16.1,100,-0.1
28.25,265.25,0,15.7,100,-0.1
28.2917,265.2917,8,15.1,100,-0.1
28.375,265.375,336,16.3,100,-0.1
28.4167,265.4167,586,18.7,100,-0.1
28.4583,265.4583,699,20.7,94,-0.1
28.5417,265.5417,828,23.4,70,-0.1
28.5833,265.5833,786,24.3,62,-0.1
28.6667,265.6667,389,24.4,53,-0.1
28.7083,265.7083,244,24.1,51,-0.1
28.75,265.75,76,21.5,56,-0.1
28.8333,265.8333,0,16.1,83,-0.1
28.875,265.875,0,15.0,91,-0.1
28.9167,265.9167,0,14.1,95,-0.1
29,266,0,12.8,99,-0.1
29.0417,266.0417,0,12.4,100,-0.1
29.125,266.125,0,11.6,99,-0.1
29.1667,266.1667,0,11.1,100,-0.1
29.2083,266.2083,0,10.9,100,-0.1
29.2917,266.2917,30,10.8,100,-0.1
29.4167,266.4167,472,19.0,100,-0.1
29.4583,266.4583,634,21.4,91,-0.1
29.5,266.5,700,22.6,76,-0.1
29.6667,266.6667,300,23.3,59,-0.1
29.7083,266.7083,165,22.9,59,-0.1
29.7917,266.7917,3,19.0,80,-0.1
29.875,266.875,0,16.7,93,-0.1
29.9167,266.9167,0,15.8,97,-0.1
29.9583,266.9583,0,15.1,99,-0.1
30.0417,267.0417,0,14.4,100,-0.1
30.1667,267.1667,0,14.6,100,-0.1
30.2917,267.2917,20,14.3,100,-0.1
30.4167,267.4167,529,22.9,97,-0.1
30.4583,267.4583,363,24.7,82,-0.1
30.5417,267.5417,351,26.1,69,-0.1
30.625,267.625,416,27.0,96,-0.1
30.75,267.75,16,23.9,68,-0.1
30.875,267.875,0,19.4,94,-0.1
31,268,0,17.6,100,-0.1
31.1667,268.1667,0,17.9,100,-0.1
31.4167,268.4167,108,23.1,92,-0.1
31.5833,268.5833,254,25.1,72,-0.1
31.7083,268.7083,36,24.2,82,-0.2
32.9583,269.9583,0,22.0,100,-0.1
33.2917,270.2917,2,21.4,100,-0.1
33.4167,270.4167,98,24.8,100,-0.1
33.625,270.625,315,28.8,71,-0.1
33.7083,270.7083,226,27.6,76,-0.1
33.8333,270.8333,0,23.0,91,-0.1
33.875,270.875,0,21.8,95,-0.1
34.0417,271.0417,0,21.0,100,-0.1
34.1667,271.1667,0,20.7,100,-0.1
34.2917,271.2917,2,20.2,100,-0.1
34.4167,271.4167,78,23.7,98,-0.1
34.5,271.5,108,25.9,81,-0.1
34.625,271.625,229,25.7,88,-0.2
34.6667,271.6667,269,26.9,90,-0.1
34.75,271.75,70,26.2,78,-0.1
34.9167,271.9167,0,23.1,98,-0.1
35.125,272.125,0,22.3,99,-0.1
35.2083,272.2083,0,22.1,100,-0.1
35.3333,272.3333,0,21.7,100,-0.1
35.75,272.75,3,21.1,100,-0.1
35.7917,272.7917,0,20.7,100,-0.1
35.8333,272.8333,0,20.1,100,-0.1
35.875,272.875,0,19.9,100,-0.1
35.9583,272.9583,0,19.8,100,-0.1
36.0417,273.0417,0,19.8,100,-0.1
36.6667,273.6667,4,21.0,100,-0.2
36.75,273.75,0,21.4,100,-0.3
36.7917,273.7917,0,21.9,100,-0.6
36.875,273.875,0,22.8,100,-0.3
36.9583,273.9583,0,22.6,100,-0.3
37,274,0,23.0,100,-0.1
37.0417,274.0417,0,22.9,100,-0.1
37.0833,274.0833,0,23.3,100,-0.3
37.125,274.125,0,23.6,100,-0.1
37.1667,274.1667,0,23.3,100,-0.1
37.2083,274.2083,0,22.8,100,-0.2
37.25,274.25,0,22.5,100,-0.1
37.2917,274.2917,13,22.5,100,-0.2
37.3333,274.3333,158,22.8,98,-0.2
37.375,274.375,199,23.6,93,-0.2
37.4583,274.4583,635,26.8,83,-0.1
37.5,274.5,684,27.4,75,-0.2
37.5833,274.5833,773,28.0,69,-0.1
37.7083,274.7083,160,26.4,67,-0.1
37.75,274.75,31,24.1,69,-0.1
37.8333,274.8333,0,20.4,89,-0.1
37.9167,274.9167,0,18.9,99,-0.1
37.9583,274.9583,0,18.4,100,-0.1
38.0417,275.0417,0,17.6,100,-0.1
38.0833,275.0833,0,17.2,100,-0.1
38.1667,275.1667,0,16.5,100,-0.1
38.25,275.25,0,15.9,100,-0.1
38.3333,275.3333,149,16.9,100,-0.1
38.4583,275.4583,636,25.6,92,-0.1
38.5833,275.5833,690,27.1,64,-0.2
38.7083,275.7083,216,25.3,72,-0.1
38.8333,275.8333,0,19.6,87,-0.1
38.9167,275.9167,0,19.7,97,-0.1
39.0417,276.0417,0,20.1,100,-0.1
39.1667,276.1667,0,19.4,100,-0.1
39.2083,276.2083,0,18.9,100,-0.1
39.3333,276.3333,119,18.8,100,-0.1
39.4583,276.4583,339,23.7,88,-0.2
39.6667,276.6667,295,25.1,72,-0.1
39.75,276.75,43,23.5,72,-0.1
39.8333,276.8333,0,19.6,91,-0.1
39.875,276.875,0,19.3,93,-0.1
39.9167,276.9167,0,19.2,95,-0.1
40,277,0,19.3,91,-0.1
40.0833,277.0833,0,18.8,89,-0.1
40.125,277.125,0,18.3,85,-0.1
40.2083,277.2083,0,17.6,84,-0.1
40.2917,277.2917,7,17.1,83,-0.1
40.375,277.375,230,18.6,84,-0.1
40.4583,277.4583,474,19.9,77,-0.1
40.5417,277.5417,553,21.0,70,-0.1
40.625,277.625,388,21.7,63,-0.1
40.75,277.75,39,19.3,67,-0.1
40.7917,277.7917,1,17.1,77,-0.1
40.8333,277.8333,0,15.6,87,-0.1
40.875,277.875,0,14.5,93,-0.1
41,278,0,13.9,99,-0.1
41.0833,278.0833,0,14.4,100,-0.1
41.2083,278.2083,0,14.6,98,-0.1
41.3333,278.3333,12,14.6,100,-0.1
